DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-0361-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Hoa, Giao Ha villages (Giao Thuy district, Nam Dinh province)",,,No,No,No,,,Kph,,,,2000,6,12,2000,6,12,3,29,,100,129,,,,,,,54.8951519735366,"[{""adm2_code"":74157,""adm2_name"":""Giao Thuy""}]",2003-07-01,2023-09-25
2000-0408-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Long An, Dong Thap, An Giang, Kien Giang, Can Tho city, Vinh Long, Tien Giang provinces",,,Yes,No,No,9402,1400,Km2,,,,2000,7,,2000,11,,460,4,5000000,,5000004,,,,,250000,455414,54.8951519735366,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2006-09-17,2023-09-25
2000-0439-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,"Ban Sai village (Sa Pa district, Lao Cai province)",,,No,No,No,,,,,,,2000,7,22,2000,7,22,33,22,,,22,,,,,,,54.8951519735366,"[{""adm2_code"":32444,""adm2_name"":""Sa Pa""}]",2003-07-01,2023-09-25
2000-0448-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Can Tho city province,,,No,No,No,,,Kph,,,,2000,7,10,2000,7,10,,,2005,,2005,,,,,,,54.8951519735366,"[{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2003-07-01,2023-09-25
2000-0518-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kaemi,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Quang Tri, Thua Thien - Hue, Quang Nam, Quang Ngai, Binh Dinh, Da Nang City provinces",,,No,No,No,,,Kph,,,,2000,8,20,2000,8,20,15,4,,,4,,,,,5000,9108,54.8951519735366,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2003-07-01,2023-09-25
2000-0540-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"My Tho City, Go Cong Township districts (Tien Giang province)",,,No,No,No,,,Kph,,,,2000,8,24,2000,8,24,,100,,5630,5730,,,,,,,54.8951519735366,"[{""adm2_code"":74228,""adm2_name"":""Go Cong Township""},{""adm2_code"":74229,""adm2_name"":""My Tho City""}]",2003-07-01,2023-09-25
2000-0541-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Rach Gia Township district (Kien Giang province),,,No,No,No,,,Kph,,,,2000,8,24,2000,8,24,,3,500,,503,,,,,35,64,54.8951519735366,"[{""adm2_code"":32402,""adm2_name"":""Rach Gia Township""}]",2003-07-01,2023-09-25
2000-0542-VNM,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,VNM,Viet Nam,South-eastern Asia,Asia,"Khanh Binh Tay village (Tran Van Thoi district, Ca Mau province)",,,No,No,No,,,Kph,,,,2000,8,24,2000,8,24,,4,,130,134,,,,,,,54.8951519735366,"[{""adm2_code"":32268,""adm2_name"":""Tran Van Thoi""}]",2003-07-01,2023-09-25
2000-0582-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Wukong,VNM,Viet Nam,South-eastern Asia,Asia,"Thach Ha, Cam Xuyen, Ky Anh districts (Ha Tinh province)",,,No,No,No,,120,Kph,,,,2000,9,10,2000,9,10,5,29,,6000,6029,,,,,21000,38255,54.8951519735366,"[{""adm2_code"":32346,""adm2_name"":""Cam Xuyen""},{""adm2_code"":32351,""adm2_name"":""Ky Anh""},{""adm2_code"":32353,""adm2_name"":""Thach Ha""}]",2003-07-01,2023-09-25
2000-0680-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,Sin Ho district (Lai Chau province),,,No,No,No,,,,,,,2000,10,3,2000,10,3,40,17,,,17,,,,,,,54.8951519735366,"[{""adm2_code"":74143,""adm2_name"":""Sin Ho""}]",2003-07-01,2023-09-25
2000-0748-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Khanh Hoa, Phu Yen, Ninh Thuan, Binh Thuan, Quang Ngai, Binh Dinh, Quang Tri, Thua Thien-Hue provinces",,,No,No,No,,49140,Km2,,,,2000,11,18,2000,11,26,36,3,25000,,25003,,,,,15000,27325,54.8951519735366,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2004-10-19,2023-09-25
2001-0318-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Durian,VNM,Viet Nam,South-eastern Asia,Asia,"Thai Nguyen, Tuyen Quang, Vinh Phuc provinces",,,No,No,No,,,Kph,,,,2001,7,4,2001,7,4,30,3,117450,,117453,,,,,25000,44290,56.4465763547356,"[{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""}]",2003-07-01,2023-09-25
2001-0361-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tien Yen, Dong Trieu, Hoanh Bo districts (Quang Ninh province)",,,No,No,No,,,Km2,,,,2001,6,30,2001,6,30,9,,175,,175,,,,,,,56.4465763547356,"[{""adm2_code"":32546,""adm2_name"":""Dong Trieu""},{""adm2_code"":32548,""adm2_name"":""Hoanh Bo""},{""adm2_code"":32551,""adm2_name"":""Tien Yen""}]",2003-07-01,2023-09-25
2001-0436-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Usagi,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh, Nghe An, Quang Binh, Thanh Hoa provinces",,,No,No,No,,196,Kph,,,,2001,8,11,2001,8,11,3,3,,10000,10003,,,,,3200,5669,56.4465763547356,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2003-07-01,2023-09-25
2001-0492-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces",Monsoonal rain,,Yes,No,No,,745,Km2,,,"Mekong, Tien and Hau",2001,8,15,2001,11,19,310,,1570270,,1570270,,,,,84000,148813,56.4465763547356,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3332,""adm1_name"":""Ben Tre""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3377,""adm1_name"":""Soc Trang""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3386,""adm1_name"":""Tra Vinh""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2005-09-20,2023-09-25
2001-0587-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces",Brief torrential rain,,No,No,No,,72000,Km2,,,,2001,10,20,2001,10,24,20,6,35000,,35006,,,,,4700,8326,56.4465763547356,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""}]",2004-10-28,2023-09-25
2001-0624-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lingling (Nanang),VNM,Viet Nam,South-eastern Asia,Asia,"Phu Yen, Binh Dinh, Quang Ngai, Quang Tri provinces",,,No,No,No,,,Kph,,,,2001,11,12,2001,11,12,20,83,60000,13100,73183,,,,,55000,97437,56.4465763547356,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""}]",2003-07-01,2023-09-25
2001-0654-VNM,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Thu Duc district (Ho Chi Minh City province),,,No,No,No,,,Km2,,,,2001,11,4,2001,11,4,,,3000,,3000,,,,,,,56.4465763547356,"[{""adm2_code"":32641,""adm2_name"":""Thu Duc""}]",2003-07-01,2023-09-25
2002-0197-VNM,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,VNM,Viet Nam,South-eastern Asia,Asia,"U Minh Thuong National Park (Kien Giang province), U Minh Ha (Ca Mau province)",,,Yes,No,No,50,55,Km2,,,,2002,3,24,2002,4,12,,,,,,,,,,,,57.3418401540778,"[{""adm1_code"":3339,""adm1_name"":""Ca Mau""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""}]",2005-04-19,2023-09-25
2002-0470-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Chau, Lao Cai, Ha Giang, Tuyen Quang, Bac Kan, Son La, Lam Dong provinces",Heavy rain,,No,No,No,,27820,Km2,,,"Hong, Thai Binh, Lo.",2002,7,31,2002,8,6,10,,2000,,2000,,,,,2200,3837,57.3418401540778,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2005-09-23,2023-09-25
2002-0580-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Long An, Dong Thap, An Giang provinces",,,No,No,No,1622,,Km2,,,,2002,9,,2002,9,,82,,1138200,,1138200,,,,,23900,41680,57.3418401540778,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3362,""adm1_name"":""Long An""}]",2005-04-19,2023-09-25
2002-0610-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh, Nghe An provinces",Heavy rain,,No,No,No,,19980,Km2,,,La River,2002,9,20,2002,9,30,55,116,291500,,291616,,,,,58000,101148,57.3418401540778,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""}]",2005-09-26,2023-09-25
2002-0725-VNM,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,VNM,Viet Nam,South-eastern Asia,Asia,Long An province,,,No,No,No,,,Kph,,,,2002,10,,2002,10,,,,1800,,1800,,,,,100,174,57.3418401540778,"[{""adm1_code"":3362,""adm1_name"":""Long An""}]",2003-07-01,2023-09-25
2002-9132-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Kien Giang, Long An provinces",,,No,No,No,,,Km2,,,,2002,5,,2002,,,,,1300000,,1300000,,,,,200000,348785,57.3418401540778,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""}]",2006-02-22,2023-09-25
2003-0437-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Koni,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,Rain,No,No,No,,90,Kph,,,,2003,7,23,2003,7,23,,18,,5000,5018,,,,,,,58.6435529778532,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3348,""adm1_name"":""Ha Tay""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2003-09-01,2023-09-25
2003-0505-VNM,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Nam, Binh Dinh, Quang Tri, Phu Yen, Thua Thien Hue provinces","Tropical monsoon rain, cold depression",,No,No,No,,10630,Km2,,,"Kon, Lai Giang and La Tinh",2003,10,15,2003,10,22,52,29,216745,5000,221774,,,,,32000,54567,58.6435529778532,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2004-01-27,2023-09-25
2003-0557-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Ninh Thuan, Binh Dinh, Phu Yen, Khanh Hoa, Quang Nam, Dak Lak provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,370,362,Km2,,,"Phan Rang river, Kon river",2003,11,11,2003,11,14,61,34,185135,8880,194049,,,,,35000,59683,58.6435529778532,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2005-04-13,2023-09-25
2003-0672-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Thai Binh, Nam Dinh, Lao Cai, Ha Tinh provinces",Torrential rain,,No,No,No,,31350,Km2,,,"Song Con, Thai Binh",2003,9,10,2003,9,14,15,,1000,,1000,,,38000,64798,38000,64798,58.6435529778532,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2004-01-30,2023-09-25
2003-0715-VNM,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Infuenza (H5N1),VNM,Viet Nam,South-eastern Asia,Asia,"Hanoi, Ho Chi Minh",,,No,No,No,,,Vaccinated,,,,2003,10,15,2004,3,24,15,,8,,8,,,,,,,58.6435529778532,,2004-03-25,2023-09-25
2004-0258-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chanthu (Gener/08W),VNM,Viet Nam,South-eastern Asia,Asia,"BinH Dinh, Da Nang City, Quang Ngai provinces",,,No,No,No,,65,Kph,,,,2004,6,7,2004,6,11,14,5,900,,905,,,,,7000,11625,60.2135797329328,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2006-05-05,2023-09-25
2004-0328-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Mai Son, Bac Yen, Song Ma districts (Son La province)",Heavy rain,,No,No,No,,3300,Km2,,,,2004,4,16,2004,4,17,9,,5000,,5000,,,,,,,60.2135797329328,"[{""adm2_code"":32565,""adm2_name"":""Bac Yen""},{""adm2_code"":32566,""adm2_name"":""Mai Son""},{""adm2_code"":74209,""adm2_name"":""Song Ma""}]",2005-03-28,2023-09-25
2004-0354-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FF-2004-000060,,VNM,Viet Nam,South-eastern Asia,Asia,"Du Tien, Du Gia villages (Yen Minh district, Ha Giang province), Bao Lam district (Cao Bang province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,12020,Km2,,,"Hong, Luc Nam, Thuong and Thai Binh rivers and tributaries, Red River Delta",2004,7,18,2004,7,28,53,18,,,18,,,,,8000,13286,60.2135797329328,"[{""adm2_code"":73984,""adm2_name"":""Bao Lam""},{""adm2_code"":32323,""adm2_name"":""Yen Minh""}]",2005-03-08,2025-06-25
2004-0472-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,Bat Xat district (Lao Cai province),Torrential rains,,No,No,No,,,,,,,2004,9,13,2004,9,13,23,,,,,,,,,,,60.2135797329328,"[{""adm2_code"":32442,""adm2_name"":""Bat Xat""}]",2004-10-05,2023-09-25
2004-0580-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2004-000122,Muifa (Unding/29W),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Nam, Thua Thien - Hue, Quang Tri, Quang Binh provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2004,11,26,2004,11,26,56,,500000,,500000,,,,,23000,38197,60.2135797329328,"[{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2005-01-03,2025-06-25
2004-0735-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Vinh Long, Dong Thap, Long An, Can Tho city, Kien Giang provinces",Monsoonal rain,Rain,No,No,No,,47760,Km2,,,"Mekong (Cuu Long), Tien River",2004,8,24,2004,10,21,34,,30000,,30000,,,,,,,60.2135797329328,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2005-03-25,2023-09-25
2005-0315-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Vinh Thuan district (Kien Giang province),Heavy rains,Rain,No,No,No,,,Km2,,,,2005,5,26,2005,5,26,,3,385,205,593,,,,,,,62.2564785298231,"[{""adm2_code"":32405,""adm2_name"":""Vinh Thuan""}]",2005-06-13,2023-09-25
2005-0476-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Nghe An province,,Flood,No,No,No,,,Kph,,,,2005,8,13,2005,8,16,13,,6500,,6500,,,,,,,62.2564785298231,"[{""adm1_code"":3366,""adm1_name"":""Nghe An""}]",2005-09-07,2023-09-25
2005-0536-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicente,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Nghe An, Ha Tinh provinces",,Rain,No,No,No,,,Kph,,,,2005,9,18,2005,9,19,8,,8500,,8500,,,,,20000,32125,62.2564785298231,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2006-04-27,2023-09-25
2005-0540-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2005-000164,Damrey,VNM,Viet Nam,South-eastern Asia,Asia,"Yen Bai, Tram Tau, Nghia Lo districts (Yen Bai province), Nghe An, Phu Tho, Hoa Binh, Lao Cai, Thanh Hoa, Nam Dinh, Quang Ninh, Quang Nam, Da Nang City provinces",,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,717,133,Kph,,,,2005,9,27,2005,9,30,75,28,337632,,337660,,,,,219250,352172,62.2564785298231,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""},{""adm2_code"":32670,""adm2_name"":""Tram Tau""},{""adm2_code"":74243,""adm2_name"":""Nghia Lo Township""},{""adm2_code"":74244,""adm2_name"":""Yen Bai City""}]",2007-07-20,2025-06-25
2005-0584-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai provinces",Heavy rains,,No,No,No,,8370,Km2,,,Ben Hai,2005,10,7,2005,10,10,17,,10000,,10000,,,,,15000,24094,62.2564785298231,"[{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2005-10-18,2023-09-25
2005-0611-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2005-000186|GLIDE:TC-2005-000216,Kai Tak (21),VNM,Viet Nam,South-eastern Asia,Asia,"Son Ha district (Quang Ngai province), Phong Dien district (Thua Thien - Hue province), Quang Nam, Quang Tri provinces",,,No,No,No,,,Kph,,,,2005,11,2,2005,11,4,20,,15000,,15000,,,,,11000,17669,62.2564785298231,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm2_code"":32537,""adm2_name"":""Son Ha""},{""adm2_code"":32625,""adm2_name"":""Phong Dien""}]",2006-04-27,2025-06-25
2005-0628-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Quang Ngai, Phu Yen, Khanh Hoa, Gia Lai, Quang Tri provinces",Heavy rains,,No,No,No,,28850,Km2,,,Ba river,2005,10,20,2005,10,28,67,,33800,,33800,,,,,12000,19275,62.2564785298231,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""}]",2005-11-15,2023-09-25
